external_id,action,record_status,publish_status,region_slug,route_slugs,route_role,actor_kind,category_slug,subcategory,public_name,legal_name,short_description,full_description,services,street,address_number,address_extra,neighborhood,city,state,postal_code,country_code,latitude,longitude,phone_e164,whatsapp_e164,email,website_url,instagram_url,opening_hours_text,payment_methods,accessibility_text,languages,image_url,image_alt,image_credit,source_type,source_reference,verification_status,verified_at,verified_by,public_contact_authorized,media_authorized,partnership_type,admin_notes
inventory:pindobal:106,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Canto Verde Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos wi-fi, hidromassagem, espaços climatizados, não aceitamos animais de estimação.","Tv. Antonio Agostinho Lobato, 331 - Alter do Chão.",,,,Santarém,PA,,BR,-2.506227,-54.952516,+5593991289639,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 75,unverified,,,false,false,none,id_operacional=106; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 75; categoria_original=hospedagem; dist_rota_m=238.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99128-9639
inventory:pindobal:107,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Sairé,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada conta com 10 (dez) apartamentos, com capacidade para até 27 (vinte e sete) leitos, todos climatizados.","Rua da Amizade, 1313, Alter do Chão.",,,,Santarém,PA,,BR,-2.51868,-54.952273,+5593992020101,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 76,unverified,,,false,false,none,id_operacional=107; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 76; categoria_original=hospedagem; dist_rota_m=160.4; km_rota=35.286; segmento_rota=694; telefone_original=(93) 99202-0101
inventory:pindobal:108,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Espaço Sairé,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 05 apartamentos com capacidade para até 17 leitos, todos climatizados, com wi-fi, piscina, não aceitamos animais de estimação, e contamos com traslado para aeroporto.","Rua seis de março, Alter do Chão.",,,,Santarém,PA,,BR,-2.518616,-54.952241,+5593991543449,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 76,unverified,,,false,false,none,id_operacional=108; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 76; categoria_original=hospedagem; dist_rota_m=167.0; km_rota=35.282; segmento_rota=694; telefone_original=(93) 99154-3449
inventory:pindobal:109,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Sombra do Jambeiro,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,A pousada dispõe de wi-fi gratuito e espaços climatizados.,"Rua Antonio Alves, 492 - Alter do Chão.",,,,Santarém,PA,,BR,-2.507497,-54.954947,+5593991172009,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 76,unverified,,,false,false,none,id_operacional=109; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 76; categoria_original=hospedagem; dist_rota_m=254.2; km_rota=34.137; segmento_rota=668; telefone_original=(93) 99117-2009
inventory:pindobal:110,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila AMZ,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada conta com 07 apartamentos, todos climatizados, com capacidade para até 23 leitos. Permitimos animais e disponibilizamos traslado para o ae - roporto.","Rodovia Everaldo Martins, 12 - Alter do Chão.",,,,Santarém,PA,,BR,-2.507084,-54.943884,+5511933904626,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=110; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=673.0; km_rota=32.325; segmento_rota=624; telefone_original=(11) 93390-4626
inventory:pindobal:111,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Tenda WA,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 05 apartamentos, todos climatizados, com capacidade para até 12 leitos. T emos estacionamento próprio, wi-fi gratuito.","Rua R. Firmino Barata de Souza, 480 - Alter do Chão.",,,,Santarém,PA,,BR,-2.507257,-54.954161,+5593984062422,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=111; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=289.5; km_rota=34.053; segmento_rota=668; telefone_original=(93) 98406-2422
inventory:pindobal:112,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Casa Orquídeas,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 04 apartamentos todos climatizados, com capacidade para até 10 leitos.",Rodovia Everaldo Martins - Alter do Chão.,,,,Santarém,PA,,BR,-2.503339,-54.954203,+5593981277733,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=112; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=568.9; km_rota=33.27; segmento_rota=656; telefone_original=(93) 98127-7733
inventory:pindobal:113,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Cardume,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 02 apartamentos, todos climatizados, com capacidade para até 06 leitos. Dispomos também de estacionamento próprio.","Rua Eusébio Duarte Sardinha, 770 - Alter do Chão.",,,,Santarém,PA,,BR,-2.510877,-54.953402,+5593992013970,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=113; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=102.5; km_rota=33.929; segmento_rota=667; telefone_original=(93) 99201-3970
inventory:pindobal:114,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Chalé Caribe,,Hospedagem em Praia do Pindobal — Belterra/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 10 apartamentos, todos climatizados, com capacidade para até, 40 leitos. Dispomos de piscina na pousada.","Estrada do Pindobal, 1000 - Alter do Chão.",,,,Belterra,PA,,BR,-2.516796,-54.955144,+5593991383540,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=114; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=13.1; km_rota=34.948; segmento_rota=685; telefone_original=(93) 99138-3540
inventory:pindobal:115,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Mota Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 07 apartamentos, todos climatizados, com capaci - dade para até 20 leitos, Café da manhã, estacionamento próprio, Churrasqueira e Piscina.","Tv. Antonio Peres, 894 - Jacundá 1, Alter do Chão.",,,,Santarém,PA,,BR,-2.508928,-54.957559,+5593991214674,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 77,unverified,,,false,false,none,id_operacional=115; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 77; categoria_original=hospedagem; dist_rota_m=274.8; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99121-4674
inventory:pindobal:116,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Caminho das Pedras,,Hospedagem em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 04 apartamentos todos climatizados, com capacidade para até 08 leitos.","Rodovia Everaldo Martins, Caranazal - Alter do Chão",,,,Santarém,PA,,BR,-2.520207,-54.934051,+5593991316057,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 78,unverified,,,false,false,none,id_operacional=116; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 78; categoria_original=hospedagem; dist_rota_m=24.3; km_rota=30.627; segmento_rota=585; telefone_original=(93) 99131-6057 / 992246436
inventory:pindobal:117,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,My Home Alter e Hospedagem,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A casa dispõe de 01 suíte climatizada, com capacidade para 02 leitos. T emos estacionamento próprio, wi-fi e não aceitamos animais de estimação.","Estrada do Seminário, Centro - Alter do Chão.",,,,Santarém,PA,,BR,-2.521344,-54.962115,+5593991678543,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 78,unverified,,,false,false,none,id_operacional=117; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 78; categoria_original=casas de temporada; dist_rota_m=911.8; km_rota=34.935; segmento_rota=685; telefone_original=(93) 99167-8543
inventory:pindobal:118,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Mizu Spa e Hospedagem,,Casas de temporada em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Nosso ambiente dispõe de 01 suíte, com capacidade para até 02 leitos, piscina e estacionamento privativo, wi-fi, frigo bar.","Rua Daniel Denisson Bandeira, 1453, Caranazal, Alter do Chao.",,,,Santarém,PA,,BR,-2.517834,-54.938287,+5593992361265,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 78,unverified,,,false,false,none,id_operacional=118; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 78; categoria_original=casas de temporada; dist_rota_m=157.4; km_rota=31.163; segmento_rota=603; telefone_original=(93) 99236-1265
inventory:pindobal:119,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casa de Alter,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 02 quartos, ambientes climatizados, com capacidade para até 08 leitos, estacionamento, piscina e cozinha em todos os quartos. Aceitamos animais de estimação.","Rua 6 de março - Centro, Alter do Chão.",,,,Santarém,PA,,BR,-2.510036,-54.950121,+5593991466150,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 78,unverified,,,false,false,none,id_operacional=119; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 78; categoria_original=casas de temporada; dist_rota_m=73.4; km_rota=32.918; segmento_rota=651; telefone_original=(93) 99146-6150
inventory:pindobal:120,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casa Estrela de Alter,,Casas de temporada em Praia do Pindobal — Belterra/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 07 apartamentos climatizados, com capacidade para até 25 leitos e estacionamento próprio.",Estrada do Pindobal.,,,,Belterra,PA,,BR,-2.519389,-54.954839,+5593991078589,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=120; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=124.6; km_rota=35.212; segmento_rota=693; telefone_original=(93) 99107-8589
inventory:pindobal:121,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Hospedagem House LEH,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 04 apartamentos, climatizados, com capacidade para até 15 leitos.","Rua Pedro Teixeira, 63 - Alter do Chão.",,,,Santarém,PA,,BR,-2.505609,-54.949177,+5593991934564,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=121; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=196.3; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99193-4564
inventory:pindobal:122,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Suíte Vila da Águas,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Dispomos de 01 suíte com capacidade para 02 leitos. Oferecemos wi-fi gratuito e traslado para o aeroporto.,"Rua Lauro Sodré, Lago Verde - Alter do chão.",,,,Santarém,PA,,BR,-2.502533,-54.946641,+5593992436147,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=122; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=638.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99243-6147
inventory:pindobal:123,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casa Beco do Amor,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Ambiente com 05 quartos, climatizados, com capacidade para até 35 leitos.",Beco do amor centro - Alter do Chão.,,,,Santarém,PA,,BR,-2.503749,-54.950938,+5593991619169,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=123; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=346.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99161-9169
inventory:pindobal:124,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casinha Beco do Amor,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Dispomos de 01 suíte com capacidade para 02 leitos.,"Esquina do beco do amor, 680 centro - Alter do Chão.",,,,Santarém,PA,,BR,-2.504071,-54.951223,+5593991214710,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=124; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=318.1; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99121-4710
inventory:pindobal:125,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casa Chalé Mucajá,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 01 suíte climatizada, com capacidade para 02 leitos.","Rua Turiano Meira, Alter do Chão.",,,,Santarém,PA,,BR,-2.503471,-54.951389,+5593991214710,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 79,unverified,,,false,false,none,id_operacional=125; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 79; categoria_original=casas de temporada; dist_rota_m=387.3; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99121-4710
inventory:pindobal:126,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,casas_de_temporada,casas-de-temporada,Casa das Guaribas,,Casas de temporada em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 03 apartamentos climatizados, com capacidade para até 11 leitos.","Rua areia Branca, Alter do Chão.",,,,Santarém,PA,,BR,-2.517473,-54.951542,+5593992257197,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 81,unverified,,,false,false,none,id_operacional=126; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 81; categoria_original=casas de temporada; dist_rota_m=299.0; km_rota=35.221; segmento_rota=693; telefone_original=(93) 99225-7197
inventory:pindobal:127,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-santarem,À Dorê Restaurante,,Alimentacao em Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rodovia, Av. Eng. Fer",,,,Santarém,PA,,BR,-2.449273,-54.756537,+5593984073494,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 82,unverified,,,false,false,none,id_operacional=127; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 82; categoria_original=restaurantes e bares em Santarém; dist_rota_m=64.2; km_rota=3.672; segmento_rota=100; telefone_original=+55 93 98407-3494
inventory:pindobal:128,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-santarem,Churrasco Baião De Dois,,Alimentacao em Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,Av. Bartolomeu de Gu,,,,Santarém,PA,,BR,-2.451891,-54.761563,+5593992142417,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 87,unverified,,,false,false,none,id_operacional=128; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 87; categoria_original=restaurantes e bares em Santarém; dist_rota_m=1.4; km_rota=4.299; segmento_rota=116; telefone_original=+55 93 99214-2417
inventory:pindobal:129,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-santarem,Salgaderia Imperial,,Alimentacao em Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,Av. Eng. Fernando Gu,,,,Santarém,PA,,BR,-2.444689,-54.746244,+5593991317116,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 87,unverified,,,false,false,none,id_operacional=129; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 87; categoria_original=restaurantes e bares em Santarém; dist_rota_m=101.9; km_rota=2.418; segmento_rota=75; telefone_original=+55 93 99131-7116
inventory:pindobal:130,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-santarem,Galpão Cozinha Rustica,,Alimentacao em Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"R. Maria José, 179",,,,Santarém,PA,,BR,-2.442007,-54.746056,+5593984260756,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 91,unverified,,,false,false,none,id_operacional=130; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 91; categoria_original=restaurantes e bares em Santarém; dist_rota_m=369.1; km_rota=2.285; segmento_rota=62; telefone_original=+55 93 98426-0756
inventory:pindobal:131,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-santarem,Chapa Quente Fernan,,Alimentacao em Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,Av. Eng. Fernando Guilhon,,,,Santarém,PA,,BR,-2.451826,-54.761552,+5593991302050,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 92,unverified,,,false,false,none,id_operacional=131; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 92; categoria_original=restaurantes e bares em Santarém; dist_rota_m=7.5; km_rota=4.295; segmento_rota=116; telefone_original=+55 93 99130-2050
inventory:pindobal:132,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Dulce bar Alter,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,,,,,Santarém,PA,,BR,-2.501244,-54.952155,+559391218256,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 94,unverified,,,false,false,none,id_operacional=132; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 94; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=648.9; km_rota=33.27; segmento_rota=656; telefone_original=(93) 9121-8256 / 99111-6162
inventory:pindobal:133,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Ramir'as bar,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,,,,,Santarém,PA,,BR,-2.500765,-54.951743,+5593992057943,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 95,unverified,,,false,false,none,id_operacional=133; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 95; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=689.1; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99205-7943/9200-7685
inventory:pindobal:134,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Bar e Restaurante Sereia,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,,,,,Santarém,PA,,BR,-2.501116,-54.951982,+5593992298006,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 95,unverified,,,false,false,none,id_operacional=134; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 95; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=657.3; km_rota=33.27; segmento_rota=656; telefone_original=(93)99229-8006
inventory:pindobal:135,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Edilena's bar e Restaurante,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,,,,,Santarém,PA,,BR,-2.500674,-54.952295,+5593992417215,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 96,unverified,,,false,false,none,id_operacional=135; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 96; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=714.0; km_rota=33.27; segmento_rota=656; telefone_original=(93)99241-7215
inventory:pindobal:136,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Arco-íris,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Praça 7 de Setembro, s/n - Centro - CEP: 68.109-000",,,,Santarém,PA,,BR,-2.503306,-54.952611,,,arcoirisdaamazonia@bol.com.br,,,18h às 23h (quarta a sexta),,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 96,unverified,,,false,false,none,id_operacional=136; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 96; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=458.9; km_rota=33.27; segmento_rota=656
inventory:pindobal:137,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Casa do Saulo - Beloalter Hotel,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Espaço com capacidade para 150 pessoas,"Rua Pedro Teixeira, 500 - Carauary - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.506417,-54.944556,,,,,,7h às 21h (diariamente),,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 96,unverified,,,false,false,none,id_operacional=137; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 96; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=657.0; km_rota=33.27; segmento_rota=656
inventory:pindobal:138,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Caranazal,,Alimentacao em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Fumódromo, Mountain Bike, stand-up paddle e canoa no Caranazal e na Floresta Encantada",Rodovia PA - Everaldo Martins Km 25 - comunidade do Caranazal - CEP: 68109-000,,,,Santarém,PA,68109000,BR,-2.522194,-54.933139,,,crzrestaurante@yahoo.com.br,,,9h às 17h (terça a domingo),,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 96,unverified,,,false,false,none,id_operacional=138; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 96; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=33.3; km_rota=30.383; segmento_rota=578
inventory:pindobal:139,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Espaço Gastronômico Alter do Chão,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Lauro Sodré, 74 - Centro - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.503083,-54.950333,,,espacoalter@gmail.com,https://www.espacoalter.com.br,,11h a 0h (quarta a domingo),,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 97,unverified,,,false,false,none,id_operacional=139; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 97; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=416.5; km_rota=33.27; segmento_rota=656
inventory:pindobal:140,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Lago Verde,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Lauro Sodré, s/n - Praça 7 de Setembro - Centro - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.503278,-54.952,,,,,,7h às 21h (diariamente),,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 97,unverified,,,false,false,none,id_operacional=140; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 97; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=430.3; km_rota=33.27; segmento_rota=656
inventory:pindobal:141,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,alimentacao,restaurantes-e-bares-em-alter-do-chao,Restaurante Hotel Mirante da Ilha,,Alimentacao em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Lauro Sodré, 369 - Centro",,,,Santarém,PA,,BR,-2.502861,-54.953944,,,mirantedailha@globo.com,,,,"Dinheiro, cartão de crédito, débito",,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 97,unverified,,,false,false,none,id_operacional=141; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 97; categoria_original=restaurantes e bares em Alter do Chão; dist_rota_m=587.0; km_rota=33.27; segmento_rota=656
