pagina,categoria,titulo,coordenadas_geograficas,endereco,local,telefone,email,instagram,site,funcionamento,servicos_instalacoes,forma_pagamento,contingente,projetos_sociais,observacoes_criticas,observacoes,texto_bruto,forma_de_acesso,id,latitude,longitude,status_coord,categoria_normalizada,categoria_id,dist_rota_m,km_rota,segmento_rota,ponto_projetado_rota
74,hospedagem,Pousada Dona Julia,"-2.505274, -54.952209","R. Pedro Teixeira, 689 - Alter do Chão, Santarém - PA",Vila de Alter do Chão — Santarém/PA,(93) 99101-5396,,,,,"Dispomos de espaços climatizados com 3 apartamentos, com ca- pacidade para até 9 pessoas.",,,,,,"Pousada Dona Julia Endereço: R. Pedro Teixeira, 689 - Alter do Chão, Santarém - PA Telefone: (93) 99101-5396 Serviços e Instalações: Dispomos de espaços climatizados com 3 apartamentos, com ca- pacidade para até 9 pessoas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,101,-2.505274,-54.952209,ok,hospedagem,hospedagem,260.3,33.27,656,"[-54.950456, -2.506827]"
75,hospedagem,Pousada Manacá,"-2.512768, -54.956591","Tv. Frei Cristóvão - Alter do Chão, Santarém - PA - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99197-5755,,,,,"Dispomos de 9 quartos climatizados com café da manhã, e aco - modamos até 36 pessoas.",,,,,,"Pousada Manacá Endereço: Tv. Frei Cristóvão - Alter do Chão, Santarém - PA - CEP: 68109-000 Telefone: (93) 99197-5755 Serviços e Instalações: Dispomos de 9 quartos climatizados com café da manhã, e aco - modamos até 36 pessoas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,102,-2.512768,-54.956591,ok,hospedagem,hospedagem,116.1,34.487,671,"[-54.9555485, -2.5128418]"
75,hospedagem,Alter Villa Suítes,"-2.504066, -54.949030","Tv. Albino Wanghon, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99107-7204,,,,,,,,,,,"Alter Villa Suites Endereço: Tv. Albino Wanghon, Alter do Chão. Telefone: (93) 99107-7204",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,103,-2.504066,-54.94903,ok,hospedagem,hospedagem,345.5,33.27,656,"[-54.950456, -2.506827]"
75,hospedagem,Pousada Águas de Alter,"-2.508287, -54.955152","Tv. Antonio Alves, 589 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99101-0928,,,,,A pousada dispõe de espaços climatizados com 07 apartamentos e capacidade para até 28 leitos ótimo para descanso e lazer.,,,,,,"Pousada Águas de Alter Endereço: Tv. Antonio Alves, 589 - Alter do Chão Telefone: (93) 99101-0928 Serviços e Instalações: A pousada dispõe de espaços climatizados com 07 apartamentos e capacidade para até 28 leitos ótimo para descanso e lazer.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,104,-2.508287,-54.955152,ok,hospedagem,hospedagem,164.7,34.143,668,"[-54.955232, -2.509766]"
75,hospedagem,Casa da Vila Alter do Chão,"-2.506392, -54.951658","Tv. Sergio Pedro Sardinha, 190 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99114-6461,,,,,"Dispomos de estacionamento próprio, café da manhã, wi-fi, sala de jogos, aceitamos animais. Espaços climatizados.",,,,,,"Casa da Vila Alter do Chão Endereço: Tv. Sergio Pedro Sardinha, 190 - Alter do Chão. Telefone: (93) 99114-6461. Serviços e Instalações: Dispomos de estacionamento próprio, café da manhã, wi-fi, sala de jogos, aceitamos animais. Espaços climatizados.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,105,-2.506392,-54.951658,ok,hospedagem,hospedagem,142.0,33.27,656,"[-54.950456, -2.506827]"
75,hospedagem,Pousada Canto Verde Alter,"-2.506227, -54.952516","Tv. Antonio Agostinho Lobato, 331 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99128-9639,,,,,"Dispomos wi-fi, hidromassagem, espaços climatizados, não aceitamos animais de estimação.",,,,,,"Pousada Canto Verde Alter Endereço: Tv. Antonio Agostinho Lobato, 331 - Alter do Chão. Telefone: (93) 99128-9639. Serviços e Instalações: Dispomos wi-fi, hidromassagem, espaços climatizados, não acei- tamos animais de estimação.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,106,-2.506227,-54.952516,ok,hospedagem,hospedagem,238.4,33.27,656,"[-54.950456, -2.506827]"
76,hospedagem,Pousada Vila Sairé,"-2.518680, -54.952273","Rua da Amizade, 1313, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99202-0101,,,,,"A pousada conta com 10 (dez) apartamentos, com capacidade para até 27 (vinte e sete) leitos, todos climatizados.",,,,,,"Pousada Vila Sairé Endereço: Rua da Amizade, 1313, Alter do Chão. Telefone: (93) 99202-0101. Serviços e Instalações: A pousada conta com 10 (dez) apartamentos, com capacidade para até 27 (vinte e sete) leitos, todos climatizados.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,107,-2.51868,-54.952273,ok,hospedagem,hospedagem,160.4,35.286,694,"[-54.9535363, -2.5193785]"
76,hospedagem,Pousada Espaço Sairé,"-2.518616, -54.952241","Rua seis de março, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99154-3449,,,,,"Dispomos de 05 apartamentos com capacidade para até 17 leitos, todos climatizados, com wi-fi, piscina, não aceitamos animais de estimação, e contamos com traslado para aeroporto.",,,,,,"Pousada Espaço Sairé Endereço: Rua seis de março, Alter do Chão. Telefone: (93) 99154-3449. Serviços e Instalações: Dispomos de 05 apartamentos com capacidade para até 17 leitos, todos climatizados, com wi-fi, piscina, não aceitamos animais de estimação, e contamos com traslado para aeroporto.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,108,-2.518616,-54.952241,ok,hospedagem,hospedagem,167.0,35.282,694,"[-54.9535559, -2.5193431]"
76,hospedagem,Pousada Sombra do Jambeiro,"-2.507497, -54.954947","Rua Antonio Alves, 492 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99117-2009,,,,,A pousada dispõe de wi-fi gratuito e espaços climatizados.,,,,,,"Pousada Sombra do Jambeiro Endereço: Rua Antonio Alves, 492 - Alter do Chão. Telefone: (93) 99117-2009. Serviços e Instalações: A pousada dispõe de wi-fi gratuito e espaços climatizados.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,109,-2.507497,-54.954947,ok,hospedagem,hospedagem,254.2,34.137,668,"[-54.9551774, -2.5097715]"
77,hospedagem,Pousada Vila AMZ,"-2.507084, -54.943884","Rodovia Everaldo Martins, 12 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(11) 93390-4626,,,,,"A pousada conta com 07 apartamentos, todos climatizados, com capacidade para até 23 leitos. Permitimos animais e disponibilizamos traslado para o ae - roporto.",,,,,,"Pousada Vila AMZ Endereço: Rodovia Everaldo Martins, 12 - Alter do Chão. Telefone: (11) 93390-4626. Serviços e Instalações: A pousada conta com 07 apartamentos, todos climatizados, com capacidade para até 23 leitos. Permitimos animais e disponibilizamos traslado para o ae - roporto.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,110,-2.507084,-54.943884,ok,hospedagem,hospedagem,673.0,32.325,624,"[-54.9468358, -2.5123691]"
77,hospedagem,Pousada Tenda WA,"-2.507257, -54.954161","Rua R. Firmino Barata de Souza, 480 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 98406-2422,,,,,"Dispomos de 05 apartamentos, todos climatizados, com capacidade para até 12 leitos. T emos estacionamento próprio, wi-fi gratuito.",,,,,,"Pousada Tenda WA Endereço: Rua R. Firmino Barata de Souza, 480 - Alter do Chão. Telefone: (93) 98406-2422. Serviços e Instalações: Dispomos de 05 apartamentos, todos climatizados, com capacida- de para até 12 leitos. T emos estacionamento próprio, wi-fi gratuito.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,111,-2.507257,-54.954161,ok,hospedagem,hospedagem,289.5,34.053,668,"[-54.9544234, -2.5098477]"
77,hospedagem,Pousada Casa Orquídeas,"-2.503339, -54.954203",Rodovia Everaldo Martins - Alter do Chão.,Vila de Alter do Chão — Santarém/PA,(93) 98127-7733,,,,,"Dispomos de 04 apartamentos todos climatizados, com capacidade para até 10 leitos.",,,,,,"Pousada Casa Orquideas Endereço: Rodovia Everaldo Martins - Alter do Chão. Telefone: (93) 98127-7733. Serviços e Instalações: Dispomos de 04 apartamentos todos climatizados, com capacida- de para até 10 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,112,-2.503339,-54.954203,ok,hospedagem,hospedagem,568.9,33.27,656,"[-54.950456, -2.506827]"
77,hospedagem,Pousada Cardume,"-2.510877, -54.953402","Rua Eusébio Duarte Sardinha, 770 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99201-3970,,,,,"Dispomos de 02 apartamentos, todos climatizados, com capacidade para até 06 leitos. Dispomos também de estacionamento próprio.",,,,,,"Pousada Cardume Endereço: Rua Eusébio Duarte Sardinha, 770 - Alter do Chão. Telefone: (93) 99201-3970. Serviços e Instalações: Dispomos de 02 apartamentos, todos climatizados, com capacida- de para até 06 leitos. Dispomos também de estacionamento próprio.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,113,-2.510877,-54.953402,ok,hospedagem,hospedagem,102.5,33.929,667,"[-54.9533098, -2.5099597]"
77,hospedagem,Pousada Chalé Caribe,"-2.516796, -54.955144","Estrada do Pindobal, 1000 - Alter do Chão.",Praia do Pindobal — Belterra/PA,(93) 99138-3540,,,,,"A pousada dispõe de 10 apartamentos, todos climatizados, com capacidade para até, 40 leitos. Dispomos de piscina na pousada.",,,,,,"Pousada Chalé Caribe Endereço: Estrada do Pindobal, 1000 - Alter do Chão. Telefone: (93) 99138-3540. Serviços e Instalações: A pousada dispõe de 10 apartamentos, todos climatizados, com capacidade para até, 40 leitos. Dispomos de piscina na pousada.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,114,-2.516796,-54.955144,ok,hospedagem,hospedagem,13.1,34.948,685,"[-54.9552416, -2.5168616]"
77,hospedagem,Pousada Vila Mota Alter,"-2.508928, -54.957559","Tv. Antonio Peres, 894 - Jacundá 1, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99121-4674,,,,,"Dispomos de 07 apartamentos, todos climatizados, com capaci - dade para até 20 leitos, Café da manhã, estacionamento próprio, Churrasqueira e Piscina.",,,,,,"Pousada Vila Mota Alter Endereço: Tv. Antonio Peres, 894 - Jacundá 1, Alter do Chão. Telefone: (93) 99121-4674. Serviços e Instalações: Dispomos de 07 apartamentos, todos climatizados, com capaci - dade para até 20 leitos, Café da manhã, estacionamento próprio, Churrasqueira e Piscina.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,115,-2.508928,-54.957559,ok,hospedagem,hospedagem,274.8,34.143,668,"[-54.955232, -2.509766]"
78,hospedagem,Pousada Caminho das Pedras,"-2.520207, -54.934051","Rodovia Everaldo Martins, Caranazal - Alter do Chão",Comunidade Caranazal — Santarém/PA,(93) 99131-6057 / 992246436,,,,,"A pousada dispõe de 04 apartamentos todos climatizados, com capacidade para até 08 leitos.",,,,,,"Pousada Caminho das Pedras Endereço: Rodovia Everaldo Martins, Caranazal - Alter do Chão Telefone: (93) 99131-6057 / 992246436. Serviços e Instalações: A pousada dispõe de 04 apartamentos todos climatizados, com capacidade para até 08 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,116,-2.520207,-54.934051,ok,hospedagem,hospedagem,24.3,30.627,585,"[-54.9342514, -2.5202935]"
78,casas de temporada,My Home Alter e Hospedagem,"-2.521344, -54.962115","Estrada do Seminário, Centro - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99167-8543,,,,,"A casa dispõe de 01 suíte climatizada, com capacidade para 02 leitos. T emos estacionamento próprio, wi-fi e não aceitamos animais de estimação.",,,,,,"My Home Alter e Hospedagem Endereço: Estrada do Seminário, Centro - Alter do Chão. Telefone: (93) 99167-8543. Serviços e Instalações: A casa dispõe de 01 suíte climatizada, com capacidade para 02 leitos. T emos estacionamento próprio, wi-fi e não aceitamos animais de estimação.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,117,-2.521344,-54.962115,ok,casas de temporada,casas_de_temporada,911.8,34.935,685,"[-54.9553047, -2.5167679]"
78,casas de temporada,Mizu Spa e Hospedagem,"-2.517834, -54.938287","Rua Daniel Denisson Bandeira, 1453, Caranazal, Alter do Chao.",Comunidade Caranazal — Santarém/PA,(93) 99236-1265,,,,,"Nosso ambiente dispõe de 01 suíte, com capacidade para até 02 leitos, piscina e estacionamento privativo, wi-fi, frigo bar.",,,,,,"Mizo Spa e Hospedagem Endereço: Rua Daniel Denisson Bandeira, 1453, Caranazal, Alter do Chao. Telefone: (93) 99236-1265. Serviços e Instalações: Nosso ambiente dispõe de 01 suíte, com capacidade para até 02 leitos, piscina e estacionamento privativo, wi-fi, frigo bar.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,118,-2.517834,-54.938287,ok,casas de temporada,casas_de_temporada,157.4,31.163,603,"[-54.9373792, -2.5167467]"
78,casas de temporada,Casa de Alter,"-2.510036, -54.950121","Rua 6 de março - Centro, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99146-6150,,,,,"Dispomos de 02 quartos, ambientes climatizados, com capacidade para até 08 leitos, estacionamento, piscina e cozinha em todos os quartos. Aceitamos animais de estimação.",,,,,,"Casa de Alter Endereço: Rua 6 de março - Centro, Alter do Chão. Telefone: (93) 99146-6150. Serviços e Instalações: Dispomos de 02 quartos, ambientes climatizados, com capacida- de para até 08 leitos, estacionamento, piscina e cozinha em todos os quartos. Aceitamos animais de estimação.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,119,-2.510036,-54.950121,ok,casas de temporada,casas_de_temporada,73.4,32.918,651,"[-54.9507788, -2.5099746]"
79,casas de temporada,Casa Estrela de Alter,"-2.519389, -54.954839",Estrada do Pindobal.,Praia do Pindobal — Belterra/PA,(93) 99107-8589,,,,,"Dispomos de 07 apartamentos climatizados, com capacidade para até 25 leitos e estacionamento próprio.",,,,,,"Casa Estrela de Alter Endereço: Estrada do Pindobal. Telefone: (93) 99107-8589. Serviços e Instalações: Dispomos de 07 apartamentos climatizados, com capacidade para até 25 leitos e estacionamento próprio.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,120,-2.519389,-54.954839,ok,casas de temporada,casas_de_temporada,124.6,35.212,693,"[-54.9538821, -2.5188042]"
79,casas de temporada,Hospedagem House LEH,"-2.505609, -54.949177","Rua Pedro Teixeira, 63 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99193-4564,,,,,"Dispomos de 04 apartamentos, climatizados, com capacidade para até 15 leitos.",,,,,,"Hospedagem House LEH Endereço: Rua Pedro Teixeira, 63 - Alter do Chão. Telefone: (93) 99193-4564. Serviços e Instalações: Dispomos de 04 apartamentos, climatizados, com capacidade para até 15 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,121,-2.505609,-54.949177,ok,casas de temporada,casas_de_temporada,196.3,33.27,656,"[-54.950456, -2.506827]"
79,casas de temporada,Suíte Vila da Águas,"-2.502533, -54.946641","Rua Lauro Sodré, Lago Verde - Alter do chão.",Vila de Alter do Chão — Santarém/PA,(93) 99243-6147,,,,,Dispomos de 01 suíte com capacidade para 02 leitos. Oferecemos wi-fi gratuito e traslado para o aeroporto.,,,,,,"Suite Vila da Águas Endereço: Rua Lauro Sodré, Lago Verde - Alter do chão. Telefone: (93) 99243-6147. Serviços e Instalações: Dispomos de 01 suíte com capacidade para 02 leitos. Oferecemos wi-fi gratuito e traslado para o aeroporto.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,122,-2.502533,-54.946641,ok,casas de temporada,casas_de_temporada,638.4,33.27,656,"[-54.950456, -2.506827]"
79,casas de temporada,Casa Beco do Amor,"-2.503749, -54.950938",Beco do amor centro - Alter do Chão.,Vila de Alter do Chão — Santarém/PA,(93) 99161-9169,,,,,"Ambiente com 05 quartos, climatizados, com capacidade para até 35 leitos.",,,,,,"Casa Beco do Amor Endereço: Beco do amor centro - Alter do Chão. Telefone: (93) 99161-9169. Serviços e Instalações: Ambiente com 05 quartos, climatizados, com capacidade para até 35 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,123,-2.503749,-54.950938,ok,casas de temporada,casas_de_temporada,346.4,33.27,656,"[-54.950456, -2.506827]"
79,casas de temporada,Casinha Beco do Amor,"-2.504071, -54.951223","Esquina do beco do amor, 680 centro - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99121-4710,,,,,Dispomos de 01 suíte com capacidade para 02 leitos.,,,,,,"Casinha Beco do Amor Endereço: Esquina do beco do amor, 680 centro - Alter do Chão. Telefone: (93) 99121-4710. Serviços e Instalações: Dispomos de 01 suíte com capacidade para 02 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,124,-2.504071,-54.951223,ok,casas de temporada,casas_de_temporada,318.1,33.27,656,"[-54.950456, -2.506827]"
79,casas de temporada,Casa Chalé Mucajá,"-2.503471, -54.951389","Rua Turiano Meira, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99121-4710,,,,,"Dispomos de 01 suíte climatizada, com capacidade para 02 leitos.",,,,,,"Casa Chalé Mucajá Endereço: Rua Turiano Meira, Alter do Chão. Telefone: (93) 99121-4710. Serviços e Instalações: Dispomos de 01 suíte climatizada, com capacidade para 02 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,125,-2.503471,-54.951389,ok,casas de temporada,casas_de_temporada,387.3,33.27,656,"[-54.950456, -2.506827]"
81,casas de temporada,Casa das Guaribas,"-2.517473, -54.951542","Rua areia Branca, Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99225-7197,,,,,"Dispomos de 03 apartamentos climatizados, com capacidade para até 11 leitos.",,,,,,"Casa das Guaribas Endereço: Rua areia Branca, Alter do Chão. Telefone: (93) 99225-7197. Serviços e Instalações: Dispomos de 03 apartamentos climatizados, com capacidade para até 11 leitos.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,126,-2.517473,-54.951542,ok,casas de temporada,casas_de_temporada,299.0,35.221,693,"[-54.9538381, -2.5188761]"
82,restaurantes e bares em Santarém,À Dorê Restaurante,"-2.449273, -54.756537","Rodovia, Av. Eng. Fer",Santarém/PA,+55 93 98407-3494,,,,,,,,,,,"À Dorê Restaurante Endereço: Rodovia, Av. Eng. Fer Telefone: +55 93 98407-3494",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,127,-2.449273,-54.756537,ok,alimentacao,alimentacao,64.2,3.672,100,"[-54.7563216, -2.4498088]"
87,restaurantes e bares em Santarém,Churrasco Baião De Dois,"-2.451891, -54.761563",Av. Bartolomeu de Gu,Santarém/PA,+55 93 99214-2417,,,,,,,,,,,Churrasco Baião De Dois Endereço: Av. Bartolomeu de Gu Telefone: +55 93 99214-2417,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,128,-2.451891,-54.761563,ok,alimentacao,alimentacao,1.4,4.299,116,"[-54.7615579, -2.4519025]"
87,restaurantes e bares em Santarém,Salgaderia Imperial,"-2.444689, -54.746244",Av. Eng. Fernando Gu,Santarém/PA,+55 93 99131-7116,,,,,,,,,,,Salgaderia Imperial Endereço: Av. Eng. Fernando Gu Telefone: +55 93 99131-7116,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,129,-2.444689,-54.746244,ok,alimentacao,alimentacao,101.9,2.418,75,"[-54.7459042, -2.4455401]"
91,restaurantes e bares em Santarém,Galpão Cozinha Rustica,"-2.442007, -54.746056","R. Maria José, 179",Santarém/PA,+55 93 98426-0756,,,,,,,,,,,"Galpão Cozinha Rustica Endereço: R. Maria José, 179 Telefone: +55 93 98426-0756",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,130,-2.442007,-54.746056,ok,alimentacao,alimentacao,369.1,2.285,62,"[-54.74481, -2.4450837]"
92,restaurantes e bares em Santarém,Chapa Quente Fernan,"-2.451826, -54.761552",Av. Eng. Fernando Guilhon,Santarém/PA,+55 93 99130-2050,,,,,,,,,,,Chapa Quente Fernan Endereço: Av. Eng. Fernando Guilhon Telefone: +55 93 99130-2050,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,131,-2.451826,-54.761552,ok,alimentacao,alimentacao,7.5,4.295,116,"[-54.7615246, -2.4518877]"
94,restaurantes e bares em Alter do Chão,Dulce bar Alter,"-2.501244, -54.952155",,Vila de Alter do Chão — Santarém/PA,(93) 9121-8256 / 99111-6162,,,,,,,,,,,"Dulce bar Alter Contato: (93) 9121-8256 / 99111-6162 Bar e restaurante localizado na ilha do amor, servindo almoço com pratos variados de pei- xes, carnes, frango, petiscos, bebidas em geral com vistas para o lago verde e o rio tapajós",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,132,-2.501244,-54.952155,ok,alimentacao,alimentacao,648.9,33.27,656,"[-54.950456, -2.506827]"
95,restaurantes e bares em Alter do Chão,Ramir'as bar,"-2.500765, -54.951743",,Vila de Alter do Chão — Santarém/PA,(93) 99205-7943/9200-7685,,,,,,,,,,,"Ramir’as bar Contato: (93) 99205-7943/9200-7685 Bar e restaurante localizado na ilha do amor, servindo almoço com pratos variados de pei- xes, carnes, frango, petiscos, bebidas em geral com vistas para o lago verde e o rio tapajós",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,133,-2.500765,-54.951743,ok,alimentacao,alimentacao,689.1,33.27,656,"[-54.950456, -2.506827]"
95,restaurantes e bares em Alter do Chão,Bar e Restaurante Sereia,"-2.501116, -54.951982",,Vila de Alter do Chão — Santarém/PA,(93)99229-8006,,,,,,,,,,,"Bar e Restaurante Sereia Contato: (93)99229-8006 Bar e restaurante localizado na ilha do amor, servindo almoço com pratos variados de peixes, carnes, frango, petiscos, bebidas em geral com vistas para o lago verde e o rio tapajós",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,134,-2.501116,-54.951982,ok,alimentacao,alimentacao,657.3,33.27,656,"[-54.950456, -2.506827]"
96,restaurantes e bares em Alter do Chão,Edilena's bar e Restaurante,"-2.500674, -54.952295",,Vila de Alter do Chão — Santarém/PA,(93)99241-7215,,,,,,,,,,,"Edilena’s bar e Restaurante Contato: (93)99241-7215 Bar e restaurante localizado na ilha do amor, servindo almoço com pratos variados de peixes, carnes, frango, petiscos, bebidas em geral com vistas para o lago verde e o rio tapajós.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,135,-2.500674,-54.952295,ok,alimentacao,alimentacao,714.0,33.27,656,"[-54.950456, -2.506827]"
96,restaurantes e bares em Alter do Chão,Restaurante Arco-íris,"-2.503306, -54.952611","Praça 7 de Setembro, s/n - Centro - CEP: 68.109-000",Vila de Alter do Chão — Santarém/PA,,arcoirisdaamazonia@bol.com.br,,,18h às 23h (quarta a sexta),,,,,,,"Restaurante Arco-íris Coordenadas Geográficas: -2°30’11.9” / -54°57’09.4” Endereço: Praça 7 de Setembro, s/n - Centro - CEP: 68.109-000 E-mail: arcoirisdaamazonia@bol.com.br Funcionamento: 18h às 23h (quarta a sexta)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,136,-2.503306,-54.952611,ok,alimentacao,alimentacao,458.9,33.27,656,"[-54.950456, -2.506827]"
96,restaurantes e bares em Alter do Chão,Restaurante Casa do Saulo - Beloalter Hotel,"-2.506417, -54.944556","Rua Pedro Teixeira, 500 - Carauary - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,7h às 21h (diariamente),Espaço com capacidade para 150 pessoas,,,,,,"Restaurante Casa do Saulo - Beloalter Hotel Coordenadas Geográficas: -2°30’23.1” / -54°56’40.4” Endereço: Rua Pedro Teixeira, 500 - Carauary - CEP: 68109-000 Funcionamento: 7h às 21h (diariamente) Serviços e Instalações: Espaço com capacidade para 150 pessoas",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,137,-2.506417,-54.944556,ok,alimentacao,alimentacao,657.0,33.27,656,"[-54.950456, -2.506827]"
96,restaurantes e bares em Alter do Chão,Restaurante Caranazal,"-2.522194, -54.933139",Rodovia PA - Everaldo Martins Km 25 - comunidade do Caranazal - CEP: 68109-000,Comunidade Caranazal — Santarém/PA,,crzrestaurante@yahoo.com.br,,,9h às 17h (terça a domingo),"Fumódromo, Mountain Bike, stand-up paddle e canoa no Caranazal e na Floresta Encantada",,,,,,"Restaurante Caranazal Coordenadas Geográficas: -2°31’19.9” / -54°55’59.3” Endereço: Rodovia PA - Everaldo Martins Km 25 - comunidade do Caranazal - CEP: 68109-000 E-mail: crzrestaurante@yahoo.com.br Funcionamento: 9h às 17h (terça a domingo) Serviços e Instalações: Fumódromo, Mountain Bike, stand-up paddle e canoa no Carana- zal e na Floresta Encantada",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,138,-2.522194,-54.933139,ok,alimentacao,alimentacao,33.3,30.383,578,"[-54.9334126, -2.5223156]"
97,restaurantes e bares em Alter do Chão,Restaurante Espaço Gastronômico Alter do Chão,"-2.503083, -54.950333","Lauro Sodré, 74 - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,espacoalter@gmail.com,,www.espacoalter.com.br,11h a 0h (quarta a domingo),,,,,,,"Restaurante Espaço Gastronômico Alter do Chão Coordenadas Geográficas: -2°30’11.1” / -54°57’01.2” Endereço: Lauro Sodré, 74 - Centro - CEP: 68109-000 E-mail: espacoalter@gmail.com Site: www.espacoalter.com.br Funcionamento: 11h a 0h (quarta a domingo)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,139,-2.503083,-54.950333,ok,alimentacao,alimentacao,416.5,33.27,656,"[-54.950456, -2.506827]"
